Reference:,Baratta et al. (2015),,,,,
DOI:,doi:http://dx.doi.org/10.1016/j.pss.2015.08.011,,,,,
Sample Type:,Ice Tholin,,,,,
Composition:,CH4:CO:N2 (1:1:1),,,,,
Temperature:,300K,,,,,
OCdb page:,https://ocdb.smce.nasa.gov/dataset/3,,,,,
n_ Error Units:,Not Applicable,,,,,
k_ Error Units:,Not Applicable,,,,,
,,,,,,
Wavenumber (cm__),n_,Dn_  (+/-),,Wavenumber (cm__),k_,Dk_  (+/-)
68634.5,1.74049,,,68634.5,0.28205,
68642.8,1.74058,,,68642.8,0.28211,
68651.2,1.74067,,,68651.2,0.28217,
68659.5,1.74076,,,68659.5,0.28222,
68667.9,1.74086,,,68667.9,0.28227,
68676.2,1.74095,,,68676.2,0.28232,
68684.6,1.74105,,,68684.6,0.28238,
68692.9,1.74115,,,68692.9,0.28243,
68701.3,1.74125,,,68701.3,0.28248,
68709.6,1.74135,,,68709.6,0.28253,
68718,1.74146,,,68718,0.28258,
68726.3,1.74156,,,68726.3,0.28263,
68734.7,1.74168,,,68734.7,0.28268,
68743,1.74179,,,68743,0.28273,
68751.4,1.74192,,,68751.4,0.2828,
68759.7,1.74204,,,68759.7,0.28287,
68768.1,1.74215,,,68768.1,0.28294,
68776.4,1.74227,,,68776.4,0.28302,
68784.8,1.74237,,,68784.8,0.28309,
68793.1,1.74248,,,68793.1,0.28317,
68801.5,1.74259,,,68801.5,0.28324,
68809.8,1.74269,,,68809.8,0.28332,
68818.2,1.7428,,,68818.2,0.28339,
68826.5,1.7429,,,68826.5,0.28347,
68834.9,1.74299,,,68834.9,0.28354,
68843.2,1.74309,,,68843.2,0.2836,
68851.6,1.74319,,,68851.6,0.28367,
68859.9,1.74329,,,68859.9,0.28373,
68868.3,1.7434,,,68868.3,0.28379,
68876.6,1.74351,,,68876.6,0.28386,
68885,1.74362,,,68885,0.28392,
68893.3,1.74373,,,68893.3,0.28398,
68901.7,1.74384,,,68901.7,0.28404,
68910,1.74396,,,68910,0.28411,
68918.4,1.74409,,,68918.4,0.28417,
68926.7,1.74423,,,68926.7,0.28425,
68935.1,1.74435,,,68935.1,0.28434,
68943.4,1.74447,,,68943.4,0.28443,
68951.8,1.74459,,,68951.8,0.28452,
68960.1,1.7447,,,68960.1,0.28462,
68968.5,1.74481,,,68968.5,0.28471,
68976.8,1.74491,,,68976.8,0.2848,
68985.2,1.74502,,,68985.2,0.2849,
68993.5,1.74512,,,68993.5,0.28499,
69001.9,1.74522,,,69001.9,0.28509,
69010.3,1.7453,,,69010.3,0.28518,
69018.6,1.7454,,,69018.6,0.28527,
69027,1.74549,,,69027,0.28535,
69035.3,1.74558,,,69035.3,0.28543,
69043.7,1.74568,,,69043.7,0.28552,
69052,1.74577,,,69052,0.2856,
69060.4,1.74587,,,69060.4,0.28568,
69068.7,1.74596,,,69068.7,0.28577,
69077.1,1.74606,,,69077.1,0.28585,
69085.4,1.74615,,,69085.4,0.28593,
69093.8,1.74624,,,69093.8,0.28602,
69102.1,1.74632,,,69102.1,0.2861,
69110.5,1.74641,,,69110.5,0.28618,
69118.8,1.7465,,,69118.8,0.28625,
69127.2,1.7466,,,69127.2,0.28633,
69135.5,1.74669,,,69135.5,0.28641,
69143.9,1.74678,,,69143.9,0.28648,
69152.2,1.74687,,,69152.2,0.28656,
69160.6,1.74696,,,69160.6,0.28664,
69168.9,1.74705,,,69168.9,0.28672,
69177.3,1.74713,,,69177.3,0.2868,
69185.6,1.7472,,,69185.6,0.28687,
69194,1.74728,,,69194,0.28693,
69202.3,1.74737,,,69202.3,0.28698,
69210.7,1.74746,,,69210.7,0.28703,
69219,1.74756,,,69219,0.28708,
69227.4,1.74766,,,69227.4,0.28714,
69235.7,1.74776,,,69235.7,0.28719,
69244.1,1.74787,,,69244.1,0.28724,
69252.4,1.74799,,,69252.4,0.28729,
69260.8,1.74811,,,69260.8,0.28734,
69269.1,1.74824,,,69269.1,0.28738,
69277.5,1.7484,,,69277.5,0.28745,
69285.8,1.74853,,,69285.8,0.28754,
69294.2,1.74866,,,69294.2,0.28763,
69302.5,1.74878,,,69302.5,0.28773,
69310.9,1.7489,,,69310.9,0.28782,
69319.2,1.74902,,,69319.2,0.28792,
69327.6,1.74913,,,69327.6,0.28801,
69335.9,1.74924,,,69335.9,0.28811,
69344.3,1.74935,,,69344.3,0.2882,
69352.6,1.74945,,,69352.6,0.2883,
69361,1.74954,,,69361,0.2884,
69369.3,1.74963,,,69369.3,0.28847,
69377.7,1.74973,,,69377.7,0.28856,
69386,1.74983,,,69386,0.28863,
69394.4,1.74994,,,69394.4,0.28871,
69402.7,1.75004,,,69402.7,0.28879,
69411.1,1.75015,,,69411.1,0.28887,
69419.4,1.75025,,,69419.4,0.28895,
69427.8,1.75036,,,69427.8,0.28902,
69436.1,1.75047,,,69436.1,0.2891,
69444.5,1.75059,,,69444.5,0.28918,
69452.8,1.75071,,,69452.8,0.28926,
69461.2,1.75082,,,69461.2,0.28936,
69469.5,1.75094,,,69469.5,0.28945,
69477.9,1.75105,,,69477.9,0.28954,
69486.2,1.75115,,,69486.2,0.28963,
69494.6,1.75126,,,69494.6,0.28973,
69503,1.75137,,,69503,0.28982,
69511.3,1.75147,,,69511.3,0.28992,
69519.7,1.75157,,,69519.7,0.29001,
69528,1.75167,,,69528,0.29011,
69536.4,1.75175,,,69536.4,0.2902,
69544.7,1.75183,,,69544.7,0.29027,
69553.1,1.75193,,,69553.1,0.29034,
69561.4,1.75203,,,69561.4,0.29041,
69569.8,1.75213,,,69569.8,0.29048,
69578.1,1.75224,,,69578.1,0.29054,
69586.5,1.75235,,,69586.5,0.29061,
69594.8,1.75246,,,69594.8,0.29067,
69603.2,1.75258,,,69603.2,0.29074,
69611.5,1.75271,,,69611.5,0.2908,
69619.9,1.75284,,,69619.9,0.29086,
69628.2,1.753,,,69628.2,0.29094,
69636.6,1.75314,,,69636.6,0.29104,
69644.9,1.75328,,,69644.9,0.29113,
69653.3,1.75341,,,69653.3,0.29123,
69661.6,1.75354,,,69661.6,0.29133,
69670,1.75366,,,69670,0.29143,
69678.3,1.75379,,,69678.3,0.29153,
69686.7,1.75392,,,69686.7,0.29163,
69695,1.75405,,,69695,0.29173,
69703.4,1.75417,,,69703.4,0.29183,
69711.7,1.75431,,,69711.7,0.29193,
69720.1,1.75445,,,69720.1,0.29204,
69728.4,1.75458,,,69728.4,0.29216,
69736.8,1.7547,,,69736.8,0.29228,
69745.1,1.75482,,,69745.1,0.29239,
69753.5,1.75495,,,69753.5,0.29251,
69761.8,1.75507,,,69761.8,0.29263,
69770.2,1.75518,,,69770.2,0.29275,
69778.5,1.7553,,,69778.5,0.29287,
69786.9,1.75542,,,69786.9,0.29299,
69795.2,1.75554,,,69795.2,0.29311,
69803.6,1.75566,,,69803.6,0.29323,
69811.9,1.75577,,,69811.9,0.29335,
69820.3,1.75588,,,69820.3,0.29348,
69828.6,1.756,,,69828.6,0.29361,
69837,1.7561,,,69837,0.29374,
69845.3,1.75621,,,69845.3,0.29386,
69853.7,1.75632,,,69853.7,0.29399,
69862,1.75642,,,69862,0.29412,
69870.4,1.75652,,,69870.4,0.29425,
69878.7,1.75662,,,69878.7,0.29438,
69887.1,1.75672,,,69887.1,0.29451,
69895.4,1.75682,,,69895.4,0.29464,
69903.8,1.75691,,,69903.8,0.29477,
69912.1,1.75701,,,69912.1,0.29489,
69920.5,1.7571,,,69920.5,0.29502,
69928.8,1.75719,,,69928.8,0.29515,
69937.2,1.75729,,,69937.2,0.29528,
69945.5,1.75737,,,69945.5,0.29541,
69953.9,1.75746,,,69953.9,0.29554,
69962.2,1.75754,,,69962.2,0.29567,
69970.6,1.75762,,,69970.6,0.2958,
69978.9,1.75769,,,69978.9,0.29593,
69987.3,1.75776,,,69987.3,0.29605,
69995.6,1.75784,,,69995.6,0.29616,
70004,1.75792,,,70004,0.29627,
70012.4,1.758,,,70012.4,0.29638,
70020.7,1.75808,,,70020.7,0.2965,
70029.1,1.75816,,,70029.1,0.29661,
70037.4,1.75824,,,70037.4,0.29672,
70045.8,1.75832,,,70045.8,0.29683,
70054.1,1.7584,,,70054.1,0.29694,
70062.5,1.75848,,,70062.5,0.29706,
70070.8,1.75856,,,70070.8,0.29717,
70079.2,1.75864,,,70079.2,0.29727,
70087.5,1.75872,,,70087.5,0.29738,
70095.9,1.7588,,,70095.9,0.29748,
70104.2,1.75889,,,70104.2,0.29759,
70112.6,1.75897,,,70112.6,0.29769,
70120.9,1.75906,,,70120.9,0.2978,
70129.3,1.75915,,,70129.3,0.29791,
70137.6,1.75924,,,70137.6,0.29801,
70146,1.75933,,,70146,0.29812,
70154.3,1.75943,,,70154.3,0.29822,
70162.7,1.75953,,,70162.7,0.29835,
70171,1.75962,,,70171,0.29847,
70179.4,1.75971,,,70179.4,0.2986,
70187.7,1.75979,,,70187.7,0.29872,
70196.1,1.75987,,,70196.1,0.29885,
70204.4,1.75995,,,70204.4,0.29898,
70212.8,1.76002,,,70212.8,0.29911,
70221.1,1.76009,,,70221.1,0.29924,
70229.5,1.76016,,,70229.5,0.29936,
70237.8,1.76021,,,70237.8,0.2995,
70246.2,1.76024,,,70246.2,0.2996,
70254.5,1.76029,,,70254.5,0.29969,
70262.9,1.76035,,,70262.9,0.29978,
70271.2,1.76042,,,70271.2,0.29987,
70279.6,1.76048,,,70279.6,0.29996,
70287.9,1.76056,,,70287.9,0.30004,
70296.3,1.76063,,,70296.3,0.30013,
70304.6,1.76071,,,70304.6,0.30021,
70313,1.7608,,,70313,0.3003,
70321.3,1.76089,,,70321.3,0.30038,
70329.7,1.761,,,70329.7,0.30046,
70338,1.7611,,,70338,0.30058,
70346.4,1.7612,,,70346.4,0.30069,
70354.7,1.76129,,,70354.7,0.30081,
70363.1,1.76137,,,70363.1,0.30093,
70371.4,1.76145,,,70371.4,0.30104,
70379.8,1.76153,,,70379.8,0.30116,
70388.1,1.76161,,,70388.1,0.30128,
70396.5,1.76168,,,70396.5,0.3014,
70404.8,1.76174,,,70404.8,0.30152,
70413.2,1.7618,,,70413.2,0.30164,
70421.5,1.76184,,,70421.5,0.30174,
70429.9,1.76189,,,70429.9,0.30183,
70438.2,1.76195,,,70438.2,0.30192,
70446.6,1.76201,,,70446.6,0.30201,
70454.9,1.76208,,,70454.9,0.30209,
70463.3,1.76214,,,70463.3,0.30218,
70471.6,1.76221,,,70471.6,0.30227,
70480,1.76228,,,70480,0.30235,
70488.3,1.76234,,,70488.3,0.30244,
70496.7,1.7624,,,70496.7,0.30253,
70505.1,1.76245,,,70505.1,0.30262,
70513.4,1.7625,,,70513.4,0.30267,
70521.8,1.76256,,,70521.8,0.30272,
70530.1,1.76264,,,70530.1,0.30277,
70538.5,1.76272,,,70538.5,0.30281,
70546.8,1.76281,,,70546.8,0.30286,
70555.2,1.7629,,,70555.2,0.3029,
70563.5,1.763,,,70563.5,0.30295,
70571.9,1.76311,,,70571.9,0.30299,
70580.2,1.76323,,,70580.2,0.30303,
70588.6,1.76337,,,70588.6,0.30307,
70596.9,1.76354,,,70596.9,0.30313,
70605.3,1.76368,,,70605.3,0.30323,
70613.6,1.76382,,,70613.6,0.30332,
70622,1.76395,,,70622,0.30342,
70630.3,1.76408,,,70630.3,0.30352,
70638.7,1.7642,,,70638.7,0.30362,
70647,1.76433,,,70647,0.30372,
70655.4,1.76445,,,70655.4,0.30381,
70663.7,1.76458,,,70663.7,0.30391,
70672.1,1.7647,,,70672.1,0.30401,
70680.4,1.76484,,,70680.4,0.30411,
70688.8,1.76497,,,70688.8,0.30422,
70697.1,1.7651,,,70697.1,0.30433,
70705.5,1.76522,,,70705.5,0.30445,
70713.8,1.76535,,,70713.8,0.30456,
70722.2,1.76547,,,70722.2,0.30467,
70730.5,1.76559,,,70730.5,0.30479,
70738.9,1.76571,,,70738.9,0.3049,
70747.2,1.76584,,,70747.2,0.30502,
70755.6,1.76596,,,70755.6,0.30513,
70763.9,1.76609,,,70763.9,0.30524,
70772.3,1.76623,,,70772.3,0.30537,
70780.6,1.76636,,,70780.6,0.3055,
70789,1.76649,,,70789,0.30563,
70797.3,1.76661,,,70797.3,0.30577,
70805.7,1.76673,,,70805.7,0.30591,
70814,1.76685,,,70814,0.30604,
70822.4,1.76696,,,70822.4,0.30618,
70830.7,1.76708,,,70830.7,0.30632,
70839.1,1.76719,,,70839.1,0.30645,
70847.4,1.76731,,,70847.4,0.30659,
70855.8,1.76743,,,70855.8,0.30673,
70864.1,1.76755,,,70864.1,0.30688,
70872.5,1.76766,,,70872.5,0.30703,
70880.8,1.76777,,,70880.8,0.30718,
70889.2,1.76787,,,70889.2,0.30733,
70897.5,1.76797,,,70897.5,0.30749,
70905.9,1.76807,,,70905.9,0.30764,
70914.2,1.76817,,,70914.2,0.30779,
70922.6,1.76826,,,70922.6,0.30795,
70930.9,1.76835,,,70930.9,0.3081,
70939.3,1.76843,,,70939.3,0.30826,
70947.6,1.76851,,,70947.6,0.30841,
70956,1.76858,,,70956,0.30854,
70964.3,1.76867,,,70964.3,0.30868,
70972.7,1.76875,,,70972.7,0.30882,
70981,1.76883,,,70981,0.30896,
70989.4,1.76891,,,70989.4,0.30909,
70997.7,1.769,,,70997.7,0.30923,
71006.1,1.76908,,,71006.1,0.30937,
71014.5,1.76916,,,71014.5,0.30951,
71022.8,1.76924,,,71022.8,0.30965,
71031.2,1.76932,,,71031.2,0.30978,
71039.5,1.76939,,,71039.5,0.30991,
71047.9,1.76947,,,71047.9,0.31004,
71056.2,1.76955,,,71056.2,0.31016,
71064.6,1.76963,,,71064.6,0.31029,
71072.9,1.76972,,,71072.9,0.31041,
71081.3,1.7698,,,71081.3,0.31053,
71089.6,1.76989,,,71089.6,0.31066,
71098,1.76999,,,71098,0.31078,
71106.3,1.77008,,,71106.3,0.3109,
71114.7,1.77018,,,71114.7,0.31102,
71123,1.77031,,,71123,0.31115,
71131.4,1.77042,,,71131.4,0.3113,
71139.7,1.77052,,,71139.7,0.31146,
71148.1,1.77061,,,71148.1,0.31161,
71156.4,1.77071,,,71156.4,0.31177,
71164.8,1.7708,,,71164.8,0.31193,
71173.1,1.77088,,,71173.1,0.31208,
71181.5,1.77097,,,71181.5,0.31224,
71189.8,1.77105,,,71189.8,0.3124,
71198.2,1.77113,,,71198.2,0.31256,
71206.5,1.7712,,,71206.5,0.31272,
71214.9,1.77127,,,71214.9,0.31287,
71223.2,1.77135,,,71223.2,0.31302,
71231.6,1.77142,,,71231.6,0.31318,
71239.9,1.77149,,,71239.9,0.31333,
71248.3,1.77155,,,71248.3,0.31348,
71256.6,1.77162,,,71256.6,0.31364,
71265,1.77169,,,71265,0.31379,
71273.3,1.77175,,,71273.3,0.31395,
71281.7,1.77181,,,71281.7,0.31411,
71290,1.77186,,,71290,0.31426,
71298.4,1.7719,,,71298.4,0.31442,
71306.7,1.77194,,,71306.7,0.31455,
71315.1,1.77199,,,71315.1,0.31468,
71323.4,1.77204,,,71323.4,0.31481,
71331.8,1.7721,,,71331.8,0.31494,
71340.1,1.77216,,,71340.1,0.31506,
71348.5,1.77222,,,71348.5,0.31519,
71356.8,1.77228,,,71356.8,0.31532,
71365.2,1.77234,,,71365.2,0.31545,
71373.5,1.77241,,,71373.5,0.31558,
71381.9,1.77248,,,71381.9,0.3157,
71390.2,1.77256,,,71390.2,0.31584,
71398.6,1.77263,,,71398.6,0.31599,
71406.9,1.7727,,,71406.9,0.31614,
71415.3,1.77276,,,71415.3,0.31628,
71423.6,1.77282,,,71423.6,0.31643,
71432,1.77288,,,71432,0.31658,
71440.3,1.77293,,,71440.3,0.31673,
71448.7,1.77298,,,71448.7,0.31688,
71457,1.77302,,,71457,0.31703,
71465.4,1.77306,,,71465.4,0.31719,
71473.7,1.77307,,,71473.7,0.31734,
71482.1,1.77309,,,71482.1,0.31745,
71490.4,1.77312,,,71490.4,0.31755,
71498.8,1.77316,,,71498.8,0.31766,
71507.2,1.7732,,,71507.2,0.31776,
71515.5,1.77325,,,71515.5,0.31787,
71523.9,1.7733,,,71523.9,0.31797,
71532.2,1.77336,,,71532.2,0.31807,
71540.6,1.77342,,,71540.6,0.31817,
71548.9,1.77349,,,71548.9,0.31827,
71557.3,1.77357,,,71557.3,0.31837,
71565.6,1.77367,,,71565.6,0.31849,
71574,1.77375,,,71574,0.31862,
71582.3,1.77382,,,71582.3,0.31876,
71590.7,1.77389,,,71590.7,0.31889,
71599,1.77396,,,71599,0.31903,
71607.4,1.77402,,,71607.4,0.31916,
71615.7,1.77408,,,71615.7,0.3193,
71624.1,1.77414,,,71624.1,0.31944,
71632.4,1.7742,,,71632.4,0.31958,
71640.8,1.77425,,,71640.8,0.31972,
71649.1,1.7743,,,71649.1,0.31986,
71657.5,1.77434,,,71657.5,0.31998,
71665.8,1.77439,,,71665.8,0.32011,
71674.2,1.77444,,,71674.2,0.32023,
71682.5,1.77449,,,71682.5,0.32036,
71690.9,1.77454,,,71690.9,0.32049,
71699.2,1.77458,,,71699.2,0.32061,
71707.6,1.77463,,,71707.6,0.32074,
71715.9,1.77467,,,71715.9,0.32087,
71724.3,1.77471,,,71724.3,0.321,
71732.6,1.77474,,,71732.6,0.32113,
71741,1.77475,,,71741,0.32124,
71749.3,1.77478,,,71749.3,0.32133,
71757.7,1.77482,,,71757.7,0.32143,
71766,1.77486,,,71766,0.32152,
71774.4,1.77491,,,71774.4,0.3216,
71782.7,1.77496,,,71782.7,0.32169,
71791.1,1.77502,,,71791.1,0.32178,
71799.4,1.77508,,,71799.4,0.32187,
71807.8,1.77515,,,71807.8,0.32195,
71816.1,1.77523,,,71816.1,0.32204,
71824.5,1.77533,,,71824.5,0.32212,
71832.8,1.77543,,,71832.8,0.32225,
71841.2,1.77552,,,71841.2,0.32238,
71849.5,1.77559,,,71849.5,0.32251,
71857.9,1.77566,,,71857.9,0.32265,
71866.2,1.77573,,,71866.2,0.32278,
71874.6,1.77579,,,71874.6,0.32292,
71882.9,1.77584,,,71882.9,0.32306,
71891.3,1.77589,,,71891.3,0.3232,
71899.6,1.77593,,,71899.6,0.32334,
71908,1.77595,,,71908,0.32348,
71916.3,1.77593,,,71916.3,0.3236,
71924.7,1.77594,,,71924.7,0.32368,
71933,1.77597,,,71933,0.32375,
71941.4,1.77601,,,71941.4,0.32382,
71949.7,1.77605,,,71949.7,0.32389,
71958.1,1.7761,,,71958.1,0.32395,
71966.4,1.77616,,,71966.4,0.32402,
71974.8,1.77623,,,71974.8,0.32409,
71983.1,1.7763,,,71983.1,0.32415,
71991.5,1.77638,,,71991.5,0.32421,
71999.8,1.77648,,,71999.8,0.32427,
72008.2,1.77658,,,72008.2,0.32437,
72016.6,1.77668,,,72016.6,0.32446,
72024.9,1.77677,,,72024.9,0.32456,
72033.3,1.77686,,,72033.3,0.32465,
72041.6,1.77695,,,72041.6,0.32475,
72050,1.77704,,,72050,0.32485,
72058.3,1.77713,,,72058.3,0.32494,
72066.7,1.77723,,,72066.7,0.32504,
72075,1.77732,,,72075,0.32514,
72083.4,1.77742,,,72083.4,0.32523,
72091.7,1.77754,,,72091.7,0.32533,
72100.1,1.77765,,,72100.1,0.32545,
72108.4,1.77775,,,72108.4,0.32557,
72116.8,1.77785,,,72116.8,0.32569,
72125.1,1.77794,,,72125.1,0.32581,
72133.5,1.77804,,,72133.5,0.32593,
72141.8,1.77813,,,72141.8,0.32605,
72150.2,1.77823,,,72150.2,0.32617,
72158.5,1.77832,,,72158.5,0.3263,
72166.9,1.77842,,,72166.9,0.32642,
72175.2,1.77852,,,72175.2,0.32654,
72183.6,1.77862,,,72183.6,0.32667,
72191.9,1.77872,,,72191.9,0.32681,
72200.3,1.77881,,,72200.3,0.32694,
72208.6,1.7789,,,72208.6,0.32708,
72217,1.77899,,,72217,0.32722,
72225.3,1.77907,,,72225.3,0.32736,
72233.7,1.77915,,,72233.7,0.3275,
72242,1.77923,,,72242,0.32764,
72250.4,1.77931,,,72250.4,0.32778,
72258.7,1.77938,,,72258.7,0.32793,
72267.1,1.77943,,,72267.1,0.32806,
72275.4,1.77949,,,72275.4,0.32818,
72283.8,1.77956,,,72283.8,0.3283,
72292.1,1.77964,,,72292.1,0.32842,
72300.5,1.77971,,,72300.5,0.32853,
72308.8,1.77979,,,72308.8,0.32865,
72317.2,1.77987,,,72317.2,0.32876,
72325.5,1.77996,,,72325.5,0.32888,
72333.9,1.78005,,,72333.9,0.32899,
72342.2,1.78014,,,72342.2,0.3291,
72350.6,1.78025,,,72350.6,0.32921,
72358.9,1.78038,,,72358.9,0.32935,
72367.3,1.78048,,,72367.3,0.32951,
72375.6,1.78057,,,72375.6,0.32966,
72384,1.78066,,,72384,0.32982,
72392.3,1.78075,,,72392.3,0.32997,
72400.7,1.78083,,,72400.7,0.33013,
72409,1.78091,,,72409,0.33029,
72417.4,1.78098,,,72417.4,0.33044,
72425.7,1.78104,,,72425.7,0.3306,
72434.1,1.7811,,,72434.1,0.33076,
72442.4,1.78114,,,72442.4,0.33092,
72450.8,1.78118,,,72450.8,0.33104,
72459.1,1.78123,,,72459.1,0.33117,
72467.5,1.78129,,,72467.5,0.33129,
72475.8,1.78135,,,72475.8,0.33141,
72484.2,1.78142,,,72484.2,0.33154,
72492.5,1.78149,,,72492.5,0.33166,
72500.9,1.78155,,,72500.9,0.33178,
72509.3,1.78163,,,72509.3,0.3319,
72517.6,1.7817,,,72517.6,0.33202,
72526,1.78178,,,72526,0.33214,
72534.3,1.78186,,,72534.3,0.33226,
72542.7,1.78194,,,72542.7,0.33239,
72551,1.78202,,,72551,0.33252,
72559.4,1.7821,,,72559.4,0.33264,
72567.7,1.78218,,,72567.7,0.33277,
72576.1,1.78226,,,72576.1,0.3329,
72584.4,1.78234,,,72584.4,0.33303,
72592.8,1.78242,,,72592.8,0.33315,
72601.1,1.78251,,,72601.1,0.33328,
72609.5,1.7826,,,72609.5,0.33341,
72617.8,1.78271,,,72617.8,0.33353,
72626.2,1.78281,,,72626.2,0.33369,
72634.5,1.7829,,,72634.5,0.33384,
72642.9,1.78299,,,72642.9,0.334,
72651.2,1.78307,,,72651.2,0.33416,
72659.6,1.78315,,,72659.6,0.33431,
72667.9,1.78323,,,72667.9,0.33447,
72676.3,1.7833,,,72676.3,0.33463,
72684.6,1.78338,,,72684.6,0.33479,
72693,1.78344,,,72693,0.33495,
72701.3,1.7835,,,72701.3,0.33511,
72709.7,1.78355,,,72709.7,0.33526,
72718,1.78361,,,72718,0.33541,
72726.4,1.78367,,,72726.4,0.33555,
72734.7,1.78374,,,72734.7,0.33569,
72743.1,1.7838,,,72743.1,0.33584,
72751.4,1.78387,,,72751.4,0.33598,
72759.8,1.78393,,,72759.8,0.33612,
72768.1,1.784,,,72768.1,0.33626,
72776.5,1.78407,,,72776.5,0.33641,
72784.8,1.78414,,,72784.8,0.33655,
72793.2,1.78422,,,72793.2,0.33669,
72801.5,1.78429,,,72801.5,0.33685,
72809.9,1.78436,,,72809.9,0.337,
72818.2,1.78443,,,72818.2,0.33716,
72826.6,1.78449,,,72826.6,0.33731,
72834.9,1.78456,,,72834.9,0.33747,
72843.3,1.78462,,,72843.3,0.33763,
72851.6,1.78468,,,72851.6,0.33779,
72860,1.78473,,,72860,0.33795,
72868.3,1.78479,,,72868.3,0.33811,
72876.7,1.78484,,,72876.7,0.33827,
72885,1.78488,,,72885,0.33842,
72893.4,1.78492,,,72893.4,0.33857,
72901.7,1.78497,,,72901.7,0.33872,
72910.1,1.78502,,,72910.1,0.33886,
72918.4,1.78507,,,72918.4,0.33901,
72926.8,1.78511,,,72926.8,0.33916,
72935.1,1.78516,,,72935.1,0.33931,
72943.5,1.78521,,,72943.5,0.33945,
72951.8,1.78525,,,72951.8,0.3396,
72960.2,1.78529,,,72960.2,0.33975,
72968.5,1.78532,,,72968.5,0.3399,
72976.9,1.78535,,,72976.9,0.34003,
72985.2,1.78539,,,72985.2,0.34016,
72993.6,1.78543,,,72993.6,0.34029,
73002,1.78548,,,73002,0.34042,
73010.3,1.78553,,,73010.3,0.34054,
73018.7,1.78557,,,73018.7,0.34067,
73027,1.78562,,,73027,0.3408,
73035.4,1.78568,,,73035.4,0.34092,
73043.7,1.78573,,,73043.7,0.34105,
73052.1,1.78579,,,73052.1,0.34118,
73060.4,1.78585,,,73060.4,0.34131,
73068.8,1.78591,,,73068.8,0.34144,
73077.1,1.78597,,,73077.1,0.34158,
73085.5,1.78602,,,73085.5,0.34172,
73093.8,1.78608,,,73093.8,0.34185,
73102.2,1.78613,,,73102.2,0.34199,
73110.5,1.78619,,,73110.5,0.34213,
73118.9,1.78624,,,73118.9,0.34227,
73127.2,1.7863,,,73127.2,0.34241,
73135.6,1.78635,,,73135.6,0.34254,
73143.9,1.7864,,,73143.9,0.34268,
73152.3,1.78646,,,73152.3,0.34282,
73160.6,1.78651,,,73160.6,0.34296,
73169,1.78656,,,73169,0.3431,
73177.3,1.78661,,,73177.3,0.34324,
73185.7,1.78666,,,73185.7,0.34338,
73194,1.7867,,,73194,0.34352,
73202.4,1.78675,,,73202.4,0.34366,
73210.7,1.78679,,,73210.7,0.3438,
73219.1,1.78683,,,73219.1,0.34395,
73227.4,1.78687,,,73227.4,0.34409,
73235.8,1.78689,,,73235.8,0.34422,
73244.1,1.78692,,,73244.1,0.34434,
73252.5,1.78696,,,73252.5,0.34446,
73260.8,1.787,,,73260.8,0.34458,
73269.2,1.78704,,,73269.2,0.34469,
73277.5,1.78708,,,73277.5,0.34481,
73285.9,1.78713,,,73285.9,0.34493,
73294.2,1.78718,,,73294.2,0.34504,
73302.6,1.78722,,,73302.6,0.34516,
73310.9,1.78727,,,73310.9,0.34528,
73319.3,1.78731,,,73319.3,0.34539,
73327.6,1.78736,,,73327.6,0.3455,
73336,1.78741,,,73336,0.3456,
73344.3,1.78746,,,73344.3,0.3457,
73352.7,1.78752,,,73352.7,0.3458,
73361,1.78759,,,73361,0.3459,
73369.4,1.78765,,,73369.4,0.346,
73377.7,1.78773,,,73377.7,0.34609,
73386.1,1.78781,,,73386.1,0.34619,
73394.4,1.7879,,,73394.4,0.34628,
73402.8,1.788,,,73402.8,0.34637,
73411.1,1.78814,,,73411.1,0.34648,
73419.5,1.78826,,,73419.5,0.34664,
73427.8,1.78836,,,73427.8,0.3468,
73436.2,1.78846,,,73436.2,0.34696,
73444.5,1.78854,,,73444.5,0.34712,
73452.9,1.78862,,,73452.9,0.34729,
73461.2,1.7887,,,73461.2,0.34745,
73469.6,1.78877,,,73469.6,0.34762,
73477.9,1.78883,,,73477.9,0.34778,
73486.3,1.78889,,,73486.3,0.34795,
73494.6,1.78893,,,73494.6,0.34812,
73503,1.78896,,,73503,0.34827,
73511.4,1.789,,,73511.4,0.3484,
73519.7,1.78905,,,73519.7,0.34854,
73528.1,1.7891,,,73528.1,0.34867,
73536.4,1.78915,,,73536.4,0.34881,
73544.8,1.78921,,,73544.8,0.34894,
73553.1,1.78927,,,73553.1,0.34908,
73561.5,1.78932,,,73561.5,0.34921,
73569.8,1.78938,,,73569.8,0.34934,
73578.2,1.78944,,,73578.2,0.34948,
73586.5,1.78949,,,73586.5,0.34961,
73594.9,1.78955,,,73594.9,0.34974,
73603.2,1.78961,,,73603.2,0.34987,
73611.6,1.78967,,,73611.6,0.35,
73619.9,1.78973,,,73619.9,0.35012,
73628.3,1.7898,,,73628.3,0.35025,
73636.6,1.78987,,,73636.6,0.35038,
73645,1.78994,,,73645,0.3505,
73653.3,1.79001,,,73653.3,0.35063,
73661.7,1.79009,,,73661.7,0.35075,
73670,1.79018,,,73670,0.35088,
73678.4,1.79029,,,73678.4,0.35102,
73686.7,1.79038,,,73686.7,0.35118,
73695.1,1.79046,,,73695.1,0.35135,
73703.4,1.79054,,,73703.4,0.35151,
